리뷰,rep,index,Processing
대중교통으로 움직이기가 어려움.,0,347,"['대중교통', '움직', '이기', '어려움']"
한강몽땅축제,0,348,"['한강', '몽땅', '축제']"
캠핑하기 너무 좋았던 곳 !,0,349,"['캠핑', '하다', '너무', '좋다', '곳']"
산책하기도 좋아요,0,350,"['산책', '하다', '좋다']"
걷기 좋고 접근성 좋은,0,351,"['걷기', '좋다', '접근성', '좋다']"
조용해서 좋음,0,352,"['조용하다', '좋다']"
완전좋음,0,353,"['완전', '좋다']"
그나마 그늘 있어서 좋아요,0,354,"['그나마', '그늘', '좋다']"
공연하기좋아요,0,355,"['공연', '하다', '좋다']"
난지 한강공원을 일단 와보시면  압니다,0,356,"['난', '지', '한강', '공원', '오다', '보시', '면', '압니', '다']"
가족단위로 오기 쉬운 장소.,0,357,"['가족', '단', '위로', '오기', '쉽다', '장소']"
경치가 좋네요,0,358,"['경치', '좋다']"
집에서 갈수있는 휴식공간,0,359,"['집', '갈수', '휴식', '공간']"
서울의 휴식공간,0,360,"['서울', '휴식', '공간']"
난지한강공원 한적하고 좋아요,0,361,"['난', '지', '한강', '공원', '한적하다', '좋다']"
힐링하기좋아요,0,362,"['힐링', '하다', '좋다']"
서울시민의 휴식장소,0,363,"['서', '울', '시민', '휴식', '장소']"
산책하기 좋아요,0,364,"['산책', '하다', '좋다']"
날이 좋아요,0,365,"['날', '좋다']"
매년 열리는 콘서트는 꿀잼 ㅎㅎ,0,366,"['매년', '열리다', '콘서트', '는', '꿀잼', 'ㅎㅎ']"
그냥 엄청 넓은 공원,0,367,"['그냥', '엄청', '넓다', '공원']"
탄두리치킨 케밥 진짜 맛없음,0,368,"['탄두리치킨', '케밥', '진짜', '맛없다']"
여유로와요,0,369,"['여유', '오다']"
렛츠락페스티벌보러왔어요+,0,370,"['렛츠', '락페스티벌', '보다', '오다']"
캠핑하기 최적화된 공원🏕…,0,371,"['캠핑', '하다', '최적화', '되다', '공원', '🏕']"
좋다,0,372,['좋다']
조금 더럽다,1,372,['더럽다']
바람쐬기 좋음,0,373,"['바람', '쐬다', '좋다']"
뷰맛집ㅎ,0,374,"['뷰', '맛집', 'ㅎ']"
인생쉼터~힐링코스.,0,375,"['인생', '쉬다', '터', '힐링', '코스']"
노을공원!,1,375,"['노을', '공원']"
힙합페 쏘 핫플데쓰요,0,376,"['힙합', '페', '쏘다', '핫', '플', '데쓰', '요']"
깨끗하고 좋아요,0,377,"['깨끗하다', '좋다']"
집근처에서 가장 사랑하는 곳,0,378,"['집', '근처', '가장', '사랑', '하다', '곳']"
난지 힙플페 굳,0,379,"['난', '지', '힙플페', '굳다']"
돗자리 피고 놀기 좋음,0,380,"['돗자리', '피고', '놀다', '좋다']"
대중교통편이 불편.,0,381,"['대중교통', '편이', '불편']"
야경이 이뻐요,0,382,"['야경', '이쁘다']"
넓고 좋아요.,0,383,"['넓다', '좋다']"
좋아요,0,384,['좋다']
돗자리깔고 놀기 좋음,0,385,"['돗자리', '깔다', '놀다', '좋다']"
션하게 스트레스풀리는곳''♡'',0,386,"['션', '하다', '스트레스', '풀리다', '곳', ""''"", '♡', ""''""]"
시원하고 좋네요,0,387,"['시원하다', '좋다']"
쓰레기가 없어요,0,388,"['쓰레기', '없다']"
멋진 곳.,0,389,"['멋지다', '곳']"
서울의 고즈넉한 휴식,0,390,"['서울', '고', '즈', '넉', '한', '휴식']"
그냥산책하기좋음,0,391,"['그냥', '산책', '하다', '좋다']"
서울의 좋은 명소,0,392,"['서울', '좋다', '명소']"
힙플페 오지구여 지리구여 레리꼬여~~,0,393,"['힙플페', '오다', '지리다', '레리꼬', '~~']"
야구장 좋아요,0,394,"['야구장', '좋다']"
운동하기 좋다,0,395,"['운동', '하다', '좋다']"
자전거타기   딱이다는   밀,0,396,"['자전거타기', '딱이다', '밀']"
주만에는 너무 혼잡,0,397,"['주', '만', '에는', '너무', '혼잡']"
섬데이페스티발로 다녀왔어요,0,398,"['섬데이', '페스티발', '다녀오다']"
넓고 좋네요,0,399,"['넓다', '좋다']"
짱 좋아요~~,0,400,"['짱', '좋다', '~~']"
여유롭고 넓은곳,0,401,"['여유', '롭고', '넓다', '곳']"
Horrible  그린플러그드 ㅅㅂ,0,402,"['Horrible', '그린플러그드', 'ㅅㅂ']"
많이좋아요,0,403,"['많이', '좋다']"
이용에 편리,0,404,"['이용', '편리']"
요트를 탈수 있다!,0,405,"['요트', '탈수']"
좋아요.,0,406,['좋다']
민들레가 많다....,0,407,"['민들레', '많다', '....']"
로맨틱펀치 공연중,0,408,"['로맨틱펀치', '공연', '중']"
운동과 자연,0,409,"['운동', '자연']"
서울 그린플러그드 2019,0,410,"['서울', '그린플러그드', '2019']"
편의점이 좀 멀다,0,411,"['편의점', '멀다']"
요즘 경치 맛집 ㅎㅎ,0,412,"['요즘', '경치', '맛집', 'ㅎㅎ']"
매우 좋은 공원,0,413,"['매우', '좋다', '공원']"
지금날씨에 딱죠움,0,414,"['지금', '날씨', '죠', '움']"
느므느므 예쁨👏👏…,0,415,"['느므느므', '예쁘다', '👏👏']"
맛이별로에요,0,416,"['맛', '별로', '에요']"
괜찮다.,0,417,['괜찮다']
굿.,0,418,['굿']
여유가넘처요,0,419,"['여유', '넘다', '처', '요']"
너무 좋아요,0,420,"['너무', '좋다']"
한강은 항상 옳다,0,421,"['한강', '은', '항상', '옳다']"
탁 트인 공간.,0,422,"['탁', '트이다', '공간']"
좋았어요~,0,423,['좋다']
가볼만해요...,0,424,"['가보다', '만해', '요']"
넓고 좋다,0,425,"['넓다', '좋다']"
쓰레기산이 이렇게,0,426,"['쓰레기', '산이', '이렇게']"
벌레 XX많네,0,427,"['벌레', 'XX', '많다']"
축제!!!,0,428,"['축제', '!!!']"
여름에 덥다,0,429,"['여름', '덥다']"
좋아요,0,430,['좋다']
한강공원 중에서는 쏘쏘.,0,431,"['한강', '공원', '중', '에서는', '쏘다', '쏘다']"
공원 같은 공원이다.,0,432,"['공원', '공원', '이다']"
핫도그맛있다,0,433,"['핫도그', '맛있다']"
마음 편해지는 곳,0,434,"['마음', '편하다', '곳']"
좋아요,0,435,['좋다']
굿!,0,436,['굿']
가을...노을...단풍...,0,437,"['가을', '노을', '단풍']"
대박,0,438,['대박']
한강공원이네요,0,439,"['한강', '공원', '이네', '요']"
오타디움 개꿀띠~,0,440,"['타', '디움', '개꿀띠']"
좋아요,0,441,['좋다']
괜찮아요,0,442,['괜찮다']
좋아요,0,443,['좋다']
좋아요~~~,0,444,"['좋다', '~~~']"
좋아요,0,445,['좋다']
좋아요,0,446,['좋다']
산책 코스 강추,0,447,"['산책', '코스', '강추']"
좋아요~~~~,0,448,"['좋다', '~~~~']"
좋아요,0,449,['좋다']
몰라.,0,450,['모르다']
지나갔어,1,450,['지나가다']
좋아요,0,451,['좋다']
최적,0,452,['최적']
자전거공원♡,0,453,"['자전거', '공원', '♡']"
쵝고의 힐링 캠핑장,0,454,"['쵝고', '힐링', '캠핑장']"
라이딩~~,0,455,"['라이딩', '~~']"
좋음,0,456,['좋다']
좋음,0,457,['좋다']
최고,0,458,['최고']
좋아요.....,0,459,"['좋다', '.....']"
청춘페스티벌 굳,0,460,"['청춘', '페스티벌', '굳다']"
ㆍ,0,461,['ㆍ']
락페 최고👍…,0,462,"['락페', '최고', '👍']"
껬긋하지못함,0,463,"['껬긋', '하다', '함']"
그냥 별로임,0,464,"['그냥', '별로', '임']"
산책하기 딱,0,465,"['산책', '하다']"
산책하기 좋아요.,0,466,"['산책', '하다', '좋다']"
라이딩,0,467,['라이딩']
한강 라이딩중 한컷,0,468,"['한강', '라이딩', '중', '한', '컷']"
가볼안함,0,469,"['가보다', '안함']"
비옴,0,470,['비옴']
주차불편. ..,0,471,"['주차', '불편', '..']"
서울의 낭만,0,472,"['서울', '낭만']"
한적하고 괜찮음,0,473,"['한적하다', '괜찮다']"
한강몽땅,0,474,"['한강', '몽땅']"
그늘없음,0,475,"['그늘', '없다']"
여기 좋더라..,0,476,"['좋다', '..']"
좋아요,0,477,['좋다']
마라토너들의성지,0,478,"['마르다', '토너', '성지']"
자전거 라이딩,0,479,"['자전거', '라이딩']"
낚시터어디에,0,480,['낚시터']
자연~,0,481,['자연']
낚시터어디에,0,482,['낚시터']
멋있음,0,483,['멋있다']
콘서트 존잼,0,484,"['콘서트', '존잼']"
난지 한강공원 피크닉,0,485,"['난', '지', '한강', '공원', '피크닉']"
굳 공연장,0,486,"['굳다', '공연장']"
난지공원 굿,0,487,"['난', '지', '공원', '굿']"
와우내,0,488,"['와우', '내']"
힙플페,0,489,['힙플페']
존나복잡,0,490,"['존나', '복잡']"
쓰렉이,0,491,"['쓰다', '렉']"
별루임,0,492,['별루임']
마블런,0,493,"['마블', '런']"
난지한강공원,0,494,"['난', '지', '한강', '공원']"
빈지노,0,495,['빈지노']
좋았어요,0,496,['좋다']
여기 콘서트 보러 오세요.,0,497,"['콘서트', '보다', '오다']"
아주 좋아요.,1,497,"['아주', '좋다']"
나는 정원에서 열리는 콘서트를 정말 좋아합니다.,2,497,"['는', '정원', '열리다', '콘서트', '정말', '좋아하다']"
밤에는 콘서트가 끝났습니다.,3,497,"['밤', '에는', '콘서트', '끝나다']"
역까지 데려다줄 차가 있어서 매우 좋습니다.,4,497,"['역', '데리다', '차갑다', '매우', '좋다']"
이곳의 배려와 관심이 마음에 듭니다.,5,497,"['곳', '배려', '관심', '마음', '듭니', '다']"
태국이나 웨일즈만큼 붐비지 않습니다.,6,497,"['태국', '이나', '웨일즈', '붐비다', '않다']"
한강변에 있는 정말 아름다운 공원 자전거 도로가 있습니다,0,498,"['한', '강변', '정말', '아름답다', '공원', '자전거', '도로']"
도로판 캠핑 장 수영장 그리고 다른 많은 멋진 것들.,1,498,"['도로', '판', '캠핑', '장', '수영장', '많다', '멋지다']"
서울에서 내가 가장 좋아하는 장소 중 하나.,0,499,"['서울', '내', '가장', '좋아하다', '장소', '중']"
축제나 행사가 없는 한 다른 한강공원에 비해 조용하고 넓습니다.,1,499,"['축제', '행사', '없다', '하다', '한강', '공원', '비다', '조용하다', '넓다']"
쉬기 좋은 곳이 있었어요.,0,500,"['쉬다', '좋다', '곳']"
HipHopPlaya Festival 2019 기간 동안 이곳을 방문했습니다.,0,501,"['HipHopPlaya', 'Festival', '2019', '기간', '곳', '방문', '하다']"
여기가 너무 좋아요!,1,501,"['너무', '좋다']"
내년에도 꼭 다시 방문하겠습니다!,2,501,"['내년', '에도', '꼭', '다시', '방문', '하다']"
지난번 방문에서는 공원을 많이 즐기지 못했기 때문에 내년에는 콘서트에 오기 전에 공원을 더 많이 탐험해 볼 예정입니다.,3,501,"['지난번', '방문', '에서는', '공원', '많이', '즐기다', '못', '하다', '때문', '내년', '에는', '콘서트', '오기', '전', '공원', '더', '많이', '탐험', '하다', '볼', '예정', '이다']"
자전거 타기에 아름답고 완벽한 장소!,0,502,"['자전거', '아름답다', '완벽하다', '장소']"
여름에 딱 맞는 공원.,0,503,"['여름', '맞다', '공원']"
이곳에서 자전거 타기와 축제를 즐겨보세요.,1,503,"['곳', '자전거', '축제', '즐기다', '보다']"
특히 어린 자녀가 있는 경우 가족과 함께 가기 좋은 곳이며 작은 놀이터가 있습니다.,0,504,"['특히', '어리다', '자녀', '경우', '가족', '가기', '좋다', '곳', '이며', '작다', '놀이터']"
모래상자는 정말 어린 아이들을 위한 곳입니다.,1,504,"['모래상자', '는', '정말', '어리다', '위', '한', '곳', '이다']"
BMX 코스도 있는데 제가 갔던 날은 문이 닫혀 있었어요.,2,504,"['BMX', '코스', '도', '가다', '날', '은', '문', '닫히다']"
"그날 음악 축제가 있었기 때문인지, 아니면 지금은 완전히 폐쇄된 것인지는 확실하지 않습니다.",3,504,"['그날', '음악', '축제', '때문', '인지', '아니다', '지금', '은', '완전하다', '폐쇄된', '인', '지는', '확실하다', '않다']"
피크닉을 위한 공간도 넉넉해요,4,504,"['피크닉', '위', '한', '공간', '도', '넉넉하다']"
공간과 분위기가 정말 좋습니다.,0,505,"['공간', '분위기', '정말', '좋다']"
이곳은 한강에 있으므로 하루의 브레인을 마친 후 멋진 일몰을 즐길 수 있습니다.,1,505,"['곳', '은', '한강', '하루', '브레인', '마치다', '후', '멋지다', '일몰', '즐기다', '수']"
구내에는 바비큐 장비 대여점과 편의점이 있습니다.,2,505,"['구내', '에는', '바비큐', '장비', '대', '점', '편의점']"
입장료 4000원.,3,505,"['입장료', '4000원']"
화려한 공원.,0,506,"['화려하다', '공원']"
가족 피크닉은 물론 자전거 타기 등 모든 종류의 야외 활동을 즐기기에 완벽한 장소입니다.,1,506,"['가족', '피크닉', '은', '자전거', '모든', '종류', '야외', '활동', '즐기다', '완벽하다', '장소', '이다']"
아름다운 멋진 전망,0,507,"['아름답다', '멋지다', '전망']"
휴식의 장소로서 잘 정비되고 있는 공원!!,0,508,"['휴식', '장소', '로서', '자다', '정비', '되다', '공원', '!!']"
넓은 공원.,0,509,"['넓다', '공원']"
평화로운.,1,509,['평화롭다']
좋은 장비.,2,509,"['좋다', '장비']"
하지만 거기까지 가는 것은 불편하지 않습니다.,3,509,"['거기', '가다', '은', '불편하다', '않다']"
나의 젠존,0,510,['젠존']
한강 근처에서 쉬기 좋은 곳.,0,511,"['한강', '근처', '쉬다', '좋다', '곳']"
나는 내 페스티벌 hiphopplaya에 정말 좋았습니다.,1,511,"['는', '내', '페스티벌', 'hiphopplaya', '정말', '좋다']"
머물기 좋은 편안한 장소.,0,512,"['머물다', '좋다', '편안하다', '장소']"
하지만 더 많은 그늘이 필요합니다.,1,512,"['더', '많다', '그늘', '필요하다']"
도시의 멋진 전망을 감상할 수 있는 매우 아름다운 공원,0,513,"['도시', '멋지다', '전망', '감상', '하다', '수', '매우', '아름답다', '공원']"
가족들이 편안하게 쉬고 즐기기에 좋아요,0,514,"['가족', '편안하다', '쉬', '고', '즐기다', '좋다']"
봄부터 가을까지 좋은 곳이에요.,0,515,"['봄', '가을', '좋다', '곳', '이에요']"
강변의 자전거 도로는 그야말로 천국입니다!!!,0,516,"['강변', '자전거', '도로', '는', '그야말로', '천국', '이다', '!!!']"
아침에 산책하기 좋은 곳이에요.,0,517,"['아침', '산책', '하다', '좋다', '곳', '이에요']"
가끔 음악 축제가 열리는 곳도 있어요.,0,518,"['가끔', '음악', '축제', '열리다', '곳도']"
좋은,0,519,['좋다']
산책하기 좋은 곳,0,520,"['산책', '하다', '좋다', '곳']"
오늘밤 EDM 파티!!!!,0,521,"['오늘밤', 'EDM', '파티', '!!!!']"
넓은 피크닉 공간,0,522,"['넓다', '피크닉', '공간']"
좋았어,0,523,['좋다']
A&O 멋진 장소,0,524,"['A', 'O', '멋지다', '장소']"
5tardium 좋음,0,525,"['tardium', '좋다']"
좋은 공원.,0,526,"['좋다', '공원']"
힙합플레이야는 훌륭했어요,0,527,"['힙합플레이야', '는', '훌륭하다']"
5타르듐,0,528,"['타르', '듐']"
엄청난,0,529,['엄청나다']
편안한,0,530,['편안하다']
